Key,Source,Context,Changes,English,French,German,Klingon,Spanish
aemmWrongUser,,Matchmaking App Error,KgNone,Please sign in to accept this invite.,Veuillez vous connecter pour accepter cette invitation.,"Melde dich bitte an, um die Einladung anzunehmen.",,Inicia sesión para aceptar esta invitación.
aemmWrongUserXB1,,Matchmaking App Error,KgNone,Please sign in with {0} to accept this invite.,Veuillez vous connecter au {0} pour accepter cette invitation.,"Melde dich bitte mit {0} an, um die Einladung anzunehmen.",,Inicia sesión con {0} para aceptar esta invitación.
rsAdventurer,,Matchmaking Rule Set,KgNone,ADVENTURER,AVENTURIER,ABENTEURER,,AVENTURERO
rsAdventurerDesc,,Matchmaking Rule Set,KgNone,Default difficulty designed for average FPS players. Zombies walk in the daylight and run at night.,Le niveau de difficulté par défaut destiné aux joueurs de FPS moyens. Les zombies marchent la journée et courent la nuit.,"Standardschwierigkeitsgrad, gedacht für durchschnittliche Egoshooter-Spieler. Zombies gehen bei Tageslicht und laufen in der Nacht.",,Dificultad predeterminada. Diseñada para personas de experiencia moderada en juegos de disparos en primera persona. Los zombis caminan durante el día y corren por la noche.
rsClassicZombies,,Matchmaking Rule Set,KgNone,CLASSIC ZOMBIES,ZOMBIES CLASSIQUES,KLASSISCHE ZOMBIES,,ZOMBIS CLÁSICOS
rsClassicZombiesDesc,,Matchmaking Rule Set,KgNone,The classic zombie movie experience where zombies always walk set to Nomad difficulty.,"L'expérience classique de films de zombies au sein de laquelle les zombies marchent toujours, avec un niveau de difficulté Nomade.","Die klassische Erfahrung, wie man sie aus einem Zombiefilm kennt – Zombies gehen immer, auf dem Schwierigkeitsgrad „Nomade“.",,"La clásica experiencia zombi cinematográfica en dificultad nómada, los zombis siempre caminan."
rsFeral,,Matchmaking Rule Set,KgNone,FERAL,FÉROCE,WILD,,SALVAJE
rsFeralDesc,,Matchmaking Rule Set,KgNone,Zombies can always sense where you are. Zombies walk in the daylight and run at night set to Nomad difficulty.,"Les zombies peuvent toujours sentir votre présence. Les zombies marchent la journée et courent la nuit, avec un niveau de difficulté Nomade.","Zombies können immer spüren, wo du bist. Zombies gehen bei Tageslicht und laufen in der Nacht, auf dem Schwierigkeitsgrad „Nomade“.",,"Los zombis siempre pueden sentir dónde estás. Los zombis caminan durante el día, pero corren por la noche. En dificultad nómada."
rsInsane,,Matchmaking Rule Set,KgNone,INSANE,EXTRÊME,IRRER,,DEMENTE
rsInsaneDesc,,Matchmaking Rule Set,KgNone,The highest difficulty designed for players who want a real challenge. Zombies walk in the daylight and run at night.,Le niveau de difficulté le plus élevé destiné aux joueurs qui veulent un véritable défi. Les zombies marchent la journée et courent la nuit.,"Der höchste Schwierigkeitsgrad, gedacht für Spieler, die die Herausforderung suchen. Zombies gehen bei Tageslicht und laufen in der Nacht.",,La más difícil. Diseñada para jugadores que busquen un verdadero desafío. Los zombis caminan durante el día y corren por la noche.
rsModernZombies,,Matchmaking Rule Set,KgNone,MODERN ZOMBIES,ZOMBIES MODERNES,MODERNE ZOMBIES,,ZOMBIS MODERNOS
rsModernZombiesDesc,,Matchmaking Rule Set,KgNone,A truly terrifying experience where zombies run day or night set to Nomad difficulty.,"Une expérience réellement terrifiante au sein de laquelle les zombies courent jour et nuit, avec un niveau de difficulté Nomade. ","Ein wirklich furchtbares Erlebnis – Zombies laufen nachts und auch am Tage, auf dem Schwierigkeitsgrad „Nomade“. ",,Una experiencia que te pondrá los pelos de punta en dificultad nómada. Los zombis corren tanto de día como de noche.
rsNightmare,,Matchmaking Rule Set,KgNone,NIGHTMARE,CAUCHEMAR,ALBTRAUM,,PESADILLA
rsNightmareDesc,,Matchmaking Rule Set,KgNone,An extreme challenge with zombies on the highest difficulty. Zombies have feral sense and they always run.,Un défi extrême au sein duquel les zombies sont au niveau de difficulté le plus élevé. Les zombies y sont féroces et courent toujours.,Eine extreme Herausforderung – Zombies auf dem höchsten Schwierigkeitsgrad. Zombies können dich wittern und laufen immer.,,Un desafío extremo con zombis en la mayor dificultad posible. Los zombis tienen sentido salvaje y corren siempre.
rsScavenger,,Matchmaking Rule Set,KgNone,SCAVENGER,GLANEUR,PLÜNDERER,,CARROÑERO
rsScavengerDesc,,Matchmaking Rule Set,KgNone,Easiest difficulty designed for new players. Zombies walk in the daylight and run at night.,Le niveau de difficulté le plus facile destiné aux nouveaux joueurs. Les zombies marchent la journée et courent la nuit.,"Einfachster Schwierigkeitsgrad, gedacht für neue Spieler. Zombies gehen bei Tageslicht und laufen in der Nacht.",,El nivel de dificultad más fácil. Para jugadores nuevos. Los zombis caminan durante el día y corren por la noche.
rsSurvivalist,,Matchmaking Rule Set,KgNone,SURVIVALIST,SURVIVALISTE,ÜBERLEBENSKÜNSTLER,,SOBREVIVIENTE
rsSurvivalistDesc,,Matchmaking Rule Set,KgNone,A higher difficulty designed for veteran players. Zombies walk in the daylight and run at night.,Un niveau de difficulté plus élevé destiné aux joueurs vétérans. Les zombies marchent la journée et courent la nuit.,"Höherer Schwierigkeitsgrad, gedacht für sehr erfahrene Spieler. Zombies gehen bei Tageslicht und laufen in der Nacht.",,Una dificultad mayor. Para jugadores veteranos. Los zombis caminan durante el día y corren por la noche.
baseHair,,Menu,KgNone,Base Hair,Cheveux classiques,Standard-Frisur,,Pelo base
gmSurvivalMPDesc,,Menu,KgNone,::Survival MP::\nFight against other players or band together to survive the zombie apocalypse earning land claims to protect your fort against other players. New players start with a Land Claim Block and additional ones can be found in rare loot or in air dropped supplies.,::Survie multijoueur::\nCombattez d'autres joueurs ou alliez-vous pour survivre à cette apocalypse zombie. Revendiquez des terrains pour protéger votre forteresse face à d'autres joueurs. Les nouveaux joueurs débutent avec un bloc de revendication de terrain. Vous pouvez en trouver davantage dans des butins rares ou des provisions parachutées.,"::Mehrspieler – Überlebensmodus::\nKämpfe gegen andere Spieler oder verbünde dich mit ihnen, um die Zombie-Apokalypse zu überleben. Erhalte Gebietsschutz und schütze dein Fort vor anderen Spielern. Neue Spieler starten mit einem Gebietsschutzblock. Weitere können durch seltene Beute oder Abwürfe aus der Luft erhalten werden.",,::Sobreviviente MJ::\nJuega contra otros jugadores o únete a ellos para sobrevivir al apocalipsis zombi y reclama territorios para protegerte de otros jugadores. Los jugadores nuevos empiezan con un Bloque para reclamar territorio. Se pueden conseguir otros en botines raros o en suministros aéreos.
gmSurvivalSPDesc,,Menu,KgNone,::Survival SP::\nPlay Solo against hordes of zombies exploring Navezgane County Arizona to uncover the truth behind what really happened.,"::Survie un joueur::\nJouez en solo face à des hordes de zombies en explorant Navezgane, dans l'Arizona, afin de découvrir la vérité sur les événements.","::Einzelspieler – Überlebensmodus::\nSpiele alleine gegen Horden von Zombies und erforsche Navezgane County in Arizona, um herauszufinden, was wirklich geschehen ist.",,"::Supervivencia UJ::\nJuega tú solo contra oleadas de zombis y explora Navezgane, en el condado de Arizona, para descubrir lo que ha pasado realmente."
hairAfro,,Menu,KgNone,Afro,Afro,Afro-Look,,Afro
hairDreds,,Menu,KgNone,Dreads,Dreadlocks,Dreadlocks,,Rastas
hairShaggyHat,,Menu,KgNone,Shaggy Hat,Chapeau hirsute,Zottelhaare mit Hut,,Sombrero enmarañado
lawmanMustache,,Menu,KgNone,Lawman Mustache,Moustache de justicier,Zwirbelbart,,Bigote de policía
mohawk,,Menu,KgNone,Mohawk,Crête,Irokesenschnitt,,Mohawk
none,,Menu,KgNone,None,Aucun,Keiner,,Nada
regentMustache,,Menu,KgNone,Regent Mustache,Moustache royale,Magnum-Schnurrbart,,Bigote de príncipe
shaggyBeard,,Menu,KgNone,Shaggy Beard,Barbe hirsute,Zottelbart,,Barba enmarañada
shaggyGoatee,,Menu,KgNone,Shaggy Goatee,Bouc hirsute,Zotteliger Spitzbart,,Candado enmarañado
shaggyHair,,Menu,KgNone,Shaggy Hair,Cheveux hirsutes,Zottelhaare,,Pelo enmarañado
spaniardGoatee,,Menu,KgNone,Spaniard Goatee,Bouc espagnol,Spanischer Spitzbart,,Candado español
nceConnectionFailed,,Net Connection Error,KgNone,Connection lost. Check your Network connectivity and try again.,Connexion perdue. Vérifiez votre connexion et réessayez.,Verbindung verloren. Bitte überprüfe deine Netzwerkverbindung und versuche es nochmal.,,Conexión perdida. Verifica tu conexión de red e inténtalo de nuevo.
presenceCreative,,Online Presence,KgNone,Surviving in Creative Multiplayer,En survie dans une création multijoueur,Überleben im kreativen Mehrspieler-Modus,,Sobreviviendo en Multijugador creativo
presenceMainMenu,,Online Presence,KgNone,In Menus,Dans les menus,In Menüs,,En menús
presenceMultiplayer,,Online Presence,KgNone,Surviving in Survival Multiplayer,En survie dans une survie multijoueur,Überleben im Mehrspieler-Überlebensmodus,,Sobreviviendo en una partida multijugador
presencePlayingDay,,Online Presence,KgNone,Playing Day {0},Joue le jour {0},Spieltag {0},,Días jugados: {0}
presencePrivate,,Online Presence,KgNone,Surviving in a Private Game,En survie dans une partie privée,Überleben in einem privaten Spiel,,Sobreviviendo en una partida privada
presenceSinglePlayer,,Online Presence,KgNone,Surviving in Single Player,En survie dans une partie solo,Überleben im Einzelspieler-Modus,,Sobreviviendo en una partida de un jugador
igSplitScreenInit,,Pause Menu In Game,KgNone,Press {0} to Join,Appuyer sur {0} pour rejoindre,"{0} drücken, um beizutreten",,Presiona {0} para unirte
lootItem,,Pick up prompt,KgNone,Press <{0}> to pick up {1},Appuyer sur <{0}> pour ramasser {1},"<{0}> drücken, um {1} aufzuheben",,Presiona <{0}> para recoger {1}.
iglblPlayerId,,Players list player Id label,KgNone,STEAM ID,ID STEAM,STEAM-ID,,ID DE STEAM
iglblPlayerId_PS4,,Players list player Id label,KgNone,Online ID,ID en ligne,Online-ID,,ID online
iglblPlayerId_XB1,,Players list player Id label,KgNone,GAMERTAG,GAMERTAG,GAMERTAG,,GAMERTAG
xuiWPplayers,,Players Window Paging in Game,KgNone,Players,Joueurs,Spieler,,Jugadores
ps4InviteDialog,,PS4 Invite Dialog Text,KgNone,Come join my game.,Rejoignez ma partie.,Komm und tritt meinem Spiel bei.,,Vengan a jugar conmigo.
xuiWPquests,,Quests Window Paging in Game,KgNone,Quests,Quêtes,Quests,,Misiones
lblXpToNextLevel,,Skill Menu,KgNone,XP TO NEXT LEVEL:,XP AU NIVEAU SUIVANT,XP AUF DIE NÄCHSTE STUFE,,XP A NIVEL SIGUIENTE:
xuiWPskills,,Skills Window Paging in Game,KgNone,Skills,Compétences,Fertigkeiten,,Habilidades
iglblControlsTextConsole,,Text describing button actions,KgNone,HIGHLIGHT AN ITEM IN YOUR INVENTORY AND PRESS {0} TO INSPECT,SÉLECTIONNEZ UN OBJET DE VOTRE INVENTAIRE ET APPUYEZ SUR {0} POUR L'INSPECTER,"HEBE EINEN GEGENSTAND IN DEINEM INVENTAR HERVOR UND DRÜCKE {0}, UM IHN ANZUSEHEN",,RESALTA UN OBJETO DE TU INVENTARIO Y PRESIONA {0} PARA INSPECCIONAR.
iglblControlsTextPC,,Text describing button actions,KgNone,"[LEFT CLICK] TO INSPECT AN ITEM, RECIPE OR ACTIVE EFFECT\n[LEFT CLICK] HOLD AND DRAG TO TAKE A STACK\n[LEFT CLICK] TO DROP OR SWAP A STACK\n[RIGHT CLICK] HOLD AND DRAG TO TAKE A HALF STACK\n[RIGHT CLICK] TO DROP ONE ITEM AT A TIME","FAITES UN [CLIC GAUCHE] POUR INSPECTER UN OBJET, UNE COMPOSITION OU UN EFFET ACTIF\nMAINTENEZ UN [CLIC GAUCHE] ET FAITES GLISSER POUR PRENDRE UNE PILE\nFAITES UN [CLIC GAUCHE] POUR JETER OU ÉCHANGER UNE PILE\nMAINTENEZ UN [CLIC GAUCHE] ET FAITES GLISSER POUR PRENDRE LA MOITIÉ D'UNE PILE\nFAITES UN [CLIC DROIT] POUR LAISSER TOMBER UN OBJET À LA FOIS","[LINKS-KLICK], UM EINEN GEGENSTAND, EIN REZEPT ODER EINEN AKTIVEN EFFEKT GENAUER ANZUSEHEN\n[LINKS-KLICK], DANN HALTEN UND ZIEHEN, UM EINEN STAPEL ZU NEHMEN\n[LINKS-KLICK], UM EINEN STAPEL ABZULEGEN ODER AUSZUTAUSCHEN\n[RECHTS-KLICK], DANN HALTEN UND ZIEHEN, UM EINEN HALBEN STAPEL ZU NEHMEN\n[RECHTS-KLICK], UM GEGENSTÄNDE EINZELN ABZULEGEN",,"[CLIC IZQUIERDO] PARA INSPECCIONAR UN OBJETO, RECETA O EFECTO ACTIVO\n[CLIC IZQUIERDO] MANTÉN PRESIONADO Y ARRASTRA PARA RECOGER UN MONTÓN\n[CLIC IZQUIERDO] PARA SOLTAR O CAMBIAR UN MONTÓN\n[CLIC DERECHO] MANTÉN PRESIONADO Y ARRASTRA PARA RECOGER MEDIO MONTÓN\n[CLIC DERECHO] PARA SOLTAR UN OBJETO DE UNO EN UNO."
lblSimplePickup,,tooltip,KgNone,Simple Pickup,Simple Ramasser,Einfaches Aufheben,,Recoger simple
leatherTanningDesc,items,Book,KgNone SpNone,Read this book to learn how to craft leather from animal hides or by scrapping leather items.,Lisez ce livre pour apprendre à fabriquer du cuir avec des peaux de bête ou en recyclant des objets en cuir.,In diesem Buch erfährst du wie Leder aus Tierhäuten oder durch das Zerlegen von Ledergegenständen gewonnen wird.,,
10mmBullet,items,Ammo,LEGACY,10mm Round (Ammo),Cartouche 10 mm,10 mm Patrone (Mun),,Bala de 10 mm
10mmBulletDesc,items,Ammo,LEGACY,A 10mm round used as firearm ammunition. Can be crafted once you've purchased the perk.,Une cartouche de calibre 10 mm servant de munition pour arme à feu. Peut être fabriquée après l'achat de l'avantage correspondant.,"Eine 10 mm Patrone, die als Munition für Schusswaffen dient. Kann gefertigt werden, nachdem du diese Fertigkeit erworben hast.",,Balas de 10mm usadas como munición de arma de fuego. Puedes fabricarlas una vez que hayas comprado el beneficio.
10mmBulletSchematic,items,Book,LEGACY,10mm Round Schematic,Schéma de cartouche 10 mm,Bauplan - 10 mm Patrone,,Esquema de bala de 10 mm
10mmBulletSchematicDesc,items,Book,LEGACY,Learn to craft this ammunition type if you meet the skill requirement or improve your base skill if you do not.,"Apprenez à fabriquer ce type de munition si vous avez les compétences requises. Si ce n'est pas le cas, améliorez votre compétence de base.","Wenn du die erforderliche Fertigkeit besitzt, kannst du lernen, diese Munition zu fertigen. Ansonsten musst du deine Fertigkeit verbessern.",,Aprendes a crear este tipo de munición si adquieres la habilidad necesaria o mejoras tu habilidad de base si no.
sawedoffPumpShotgunSchematic,items,Book,LEGACY,Sawed-off Shotgun Schematic,Schéma de fusil à pompe à canon scié,Bauplan – Abgesägte Schrotflinte,,Esquema de escopeta recortada
sawedoffPumpShotgunSchematicDesc,items,Book,LEGACY,"Learn how to assemble, repair and augment sawed-off shotguns by reading this schematic.","Apprenez à assembler, réparer et perfectionner les fusils à pompe à canon scié en lisant ce schéma.","In diesem Bauplan erfährst du, wie abgesägte Schrotflinten zusammengesetzt, repariert und verbessert werden.",,"Lee el esquema para aprender a armar, reparar y mejorar escopetas recortadas."
10mmRoundCrafting,progression,Skill,LEGACY,10mm Round Crafting,Fabrication de cartouches 10 mm,Handwerk - 10 mm Patronen,,Fabricación de bala 10 mm.
10mmRoundCraftingDesc,progression,Skill,LEGACY,Learn to craft 10mm rounds at a workbench.,Apprenez à fabriquer des cartouches de calibre 10 mm.,"Lerne, wie 10 mm Patronen gefertigt werden.",,Aprende a fabricar balas de 10 mm.
armorSmithing,progression,Skill,LEGACY,Armor Smithing,Forgeron d'armures,Rüstungsschmied,,Forjar armaduras
miscellaneousCrafting,progression,Skill,LEGACY,Miscellaneous Crafting,Divers Fabrication,Sonstiges Fertigung,,Varios Fabricación
arrowSlit,blocks,Block,New,Arrow Slit,,,,
awningCNRRoundTop,blocks,Block,New,Awning Corner Round Top,,,,
barStool,blocks,Block,New,Bar Stool,,Barhocker,,
brickCNRRoundTop,blocks,Block,New,Brick Corner Round Top,,,,
brickCTRpole,blocks,Block,New,brick Pole Centered,,,,
brickGable,blocks,Block,New,brick Gable,,,,
brickHalf,blocks,Block,New,brick 1/2 Block,,,,
brickStairs25,blocks,Block,New,brick Stairs 25,,,,
buildingBlockGroupDesc,blocks,Block,New,A building block from the creative menu.,,,,
burningBarrelDesc,blocks,Block,New,The burning barrel is an essential prop in every post-apocalyptic setting.,,,,
cobblestoneArrowSlitHalf,blocks,Block,New,Cobblestone Arrow Slit,,,,
cobblestoneCNRFull,blocks,Block,New,Cobblestone Full Corner,,,,
cobblestoneCNRInside,blocks,Block,New,Cobblestone Inside Corner,,,,
cobblestoneCTRpole,blocks,Block,New,cobblestone Pole Centered,,,,
flagstonePillar100,blocks,Block,New,Flagstone Pillar 100,,,,
flagstonePillar50,blocks,Block,New,Flagstone Pillar 50,,,,
flagstoneWedgeTip,blocks,Block,New,Flagstone Wedge Tip,,,,
flagstonePole,blocks,Block,New,Flagstone Pole,,,,
cobblestoneHalf,blocks,Block,New,cobblestone 1/2 Block,,,,
cobblestonePillar100,blocks,Block,New,Cobblestone Pillar 100,,,,
cobblestonePillar50,blocks,Block,New,Cobblestone Pillar 50,,,,
cobblestonePlate,blocks,Block,New,Cobblestone Plate,,,,
cobblestonePole,blocks,Block,New,Cobblestone Pole,,,,
cobblestoneWedge,blocks,Block,New,Cobblestone Wedge,,,,
cobblestoneWedgeTip,blocks,Block,New,Cobblestone Wedge Tip,,,,
concreteArrowSlitHalf,blocks,Block,New,Concrete Arrow Slit,,,,
concreteCNRRound,blocks,Block,New,Concrete Corner Round,,,,
concreteCNRRoundTop,blocks,Block,New,Concrete Corner Round Top,,,,
concreteCTRpole,blocks,Block,New,Concrete Pole Centered,,,,
concreteDestroyed01,blocks,Block,New,concrete Destroyed01,,,,
concreteDestroyed02,blocks,Block,New,concrete Destroyed02,,,,
concreteDestroyed03,blocks,Block,New,concrete Destroyed03,,,,
concreteDestroyed04,blocks,Block,New,concrete Destroyed04,,,,
concreteDestroyed05,blocks,Block,New,concrete Destroyed05,,,,
concreteDestroyed06,blocks,Block,New,concrete Destroyed06,,,,
concreteDestroyed07,blocks,Block,New,concrete Destroyed07,,,,
concreteFormCTRpole,blocks,Block,New,concrete Form Pole Centered,,,,
corrugatedMetalCNRRound,blocks,Block,New,Corrugated Metal Corner Round,,,,
corrugatedMetalCNRRoundTop,blocks,Block,New,Corrugated Metal Corner Round Top,,,,
corrugatedMetalPlate,blocks,Block,New,corrugatedMetalPlate,,,,
corrugatedMetalSheetBent1,blocks,Block,New,corrugated Metal Sheet Bent 1,,,,
corrugatedMetalSheetBent2,blocks,Block,New,corrugated Metal Sheet Bent 2,,,,
corrugatedMetalSheetBent3,blocks,Block,New,corrugated Metal Sheet Bent 3,,,,
corrugatedMetalSheetBent4,blocks,Block,New,corrugated Metal Sheet Bent 4,,,,
corrugatedMetalWedge,blocks,Block,New,corrugated Metal Wedge,,,,
corrugatedMetalWedgeIncline,blocks,Block,New,corrugated Metal Wedge Incline,,,,
cobblestoneWedgeIncline,blocks,Block,New,Cobblestone Wedge Incline,,,,
corrugatedMetalWedgeTip,blocks,Block,New,corrugated Metal Wedge Tip,,,,
decorationBlockGroupDesc,blocks,Block,New,A decorative block from the creative menu.,,,,
drawBridgeGroupDesc,blocks,Block,New,It's old-fashioned but with everything that's happening you might just need a little old-fashioned. ,,Sieht mittelalterlich aus aber das hat im Mittellater schon recht gut funktioniert.,,
fertilizedFarmland,blocks,Block,New,Fertilized Farmland,,,,
flagPoleWhiteRiver,blocks,Block,New,White River Flagpole,,,,
flagstoneArrowSlitHalf,blocks,Block,New,Flagstone Arrow Slit,,,,
flagstoneCNRFull,blocks,Block,New,flagstone Corner Full,,Steinplatten – Komplette Ecke,,
flagstoneCNRInside,blocks,Block,New,Flagstone Inside Corner,,Steinplatten – Innenecke,,
flagstoneCTRpole,blocks,Block,New,flagstone Pole Centered,,,,
flagstoneHalf,blocks,Block,New,flagstone 1/2 Block,,,,
flagstonePlate,blocks,Block,New,flagstone Plate,,,,
flagstoneStairs50,blocks,Block,New,flagstone Stairs 50,,,,
flagstoneWedge,blocks,Block,New,flagstone Wedge,,,,
looseBoardsTrapBlock1x1,blocks,Block,New,Loose Boards Block 1x1,,,,
looseBoardsTrapBlock1x1Desc,blocks,Block,New,A false floor or trap that will disintegrate when stepped on.,,,,
forestFlower,blocks,Block,New,Forest Flower,,,,
furnaceDrawer,blocks,Block,New,Furnace Door (No Loot),,Feuerraumtür (keine Beute),,
garageDoorMetalGroupDesc,blocks,Block,New,A wide Garage Door that can be locked,,,,
glassBulletproofBlock,blocks,Block,New,Bulletproof Glass Block,,Panzerglasscheibe - Block,,
glassBulletproofCTRPlate,blocks,Block,New,Bulletproof Glass Plate Centered,,Panzerglasscheibe - Platte Mittig,,
glassBulletproofPlate,blocks,Block,New,Bulletproof Glass Plate,,Panzerglasscheibe - Platte,,
GoreBlock1BonesPrefab,blocks,Block,New,Zombie Remains,,,,
GoreBlock1Prefab,blocks,Block,New,Zombie Remains,,,,
greenDrawer,blocks,Block,New,Drawer (No Loot),,Schubfach (keine Beute),,
hubcapNoMine,blocks,Block,New,Hubcap (No Mine),,,,
hubcapNoMineDesc,blocks,Block,New,Some car lost a hubcap here.,,,,
ironBarsCentered,blocks,Block,New,Iron Bars Centered,,Eisenstangen mittig,,Barras de hierro centrada
jailDoor,blocks,Block,New,Jail Door,,Gefängnistür,,
jailDoorDesc,blocks,Block,New,Where do you think you're going?,,,,
legacyBlockDesc,blocks,Block,New,This item or block has been or will be removed from the game. The ID persists for savegame compatibility.,,,,
loudspeaker,blocks,Block,New,Loudspeaker (POI),,Lautsprecher (POI),,
metalCatwalk,blocks,Block,New,Metal Catwalk,, ,,
metalCatwalkGroupDesc,blocks,Block,New,Metal stairs and catwalks are essential for that industrial look.,,,,
metalCatwalkRailing,blocks,Block,New,Metal Catwalk With Railing,,,,
metalCatwalkRailingCNR,blocks,Block,New,Metal Catwalk Corner,,,,
metalCatwalkWedge,blocks,Block,New,Metal Catwalk Wedge Corner,,,,
metalCatwalkWedgeRailing,blocks,Block,New,Metal Catwalk Wedge Corner Railing,,,,
metalRailing,blocks,Block,New,Metal Railing,,,,
metalReinforcedWoodDrawBridge,blocks,Block,New,Reinforced Drawbridge,,Verstärkte Zugbrücke,,
metalSheetNewRandom,blocks,Block,New,Metal Sheet Random (POI),,,,
metalStairsBoard,blocks,Block,New,Metal Stairs,,,,
metalStairsBoardRailing,blocks,Block,New,Metal Stairs With Railing,,,,
metalTrussingRamp,blocks,Block,New,Metal Trussing Ramp,,,,
morticianDrawer,blocks,Block,New,Mortician's Drawer (No Loot),,Leichenhallen-Schranktür (Keine Beute),,
mushroom3Harvest,blocks,Block,New,Mushrooms (Harvestable),,Pilze – Ernte,,
plantsBlockGroupDesc,blocks,Block,New,A decorative plant block from the creative menu.,,,,
rConcreteArrowSlitHalf,blocks,Block,New,Reinforced Concrete Arrow Slit,,,,
rConcreteBlockGroupDesc,blocks,Block,New,Reinforced concrete provides a little explosion resistance and can be upgraded.,,,,
rConcreteCNRRound,blocks,Block,New,Reinforced Concrete Corner Round,,,,
rConcreteCNRRoundTop,blocks,Block,New,Reinforced Concrete Corner Round Top,,,,
rConcreteCTREighth,blocks,Block,New,rConcrete CTR Eighth,,,,
rConcreteCTRpole,blocks,Block,New,rConcrete Pole Centered,,,,
rScrapIronArrowSlitHalf,blocks,Block,New,Reinforced Scrap Iron Arrow Slit,,,,
rScrapIronCNRRamp,blocks,Block,New,rScrapIron CNR Ramp,,,,
cobblestoneCNRRamp,blocks,Block,New,Cobblestone CNR Ramp,,,,
rScrapIronCNRRound,blocks,Block,New,rScrapIron CNR Round,,,,
rScrapIronCNRRoundTop,blocks,Block,New,rScrapIron CNR RoundTop,,,,
